,Date,Store,DayOfWeek,Sales,Open,Promo,StateHoliday,SchoolHoliday
567002,2014-05-24,915.0,6.0,7339.0,1.0,0.0,0,0.0
567003,2014-05-24,914.0,6.0,6812.0,1.0,0.0,0,0.0
567004,2014-05-24,913.0,6.0,7333.0,1.0,0.0,0,0.0
567005,2014-05-24,912.0,6.0,5668.0,1.0,0.0,0,0.0
567006,2014-05-24,911.0,6.0,8317.0,1.0,0.0,0,0.0
567007,2014-05-24,910.0,6.0,3720.0,1.0,0.0,0,0.0
567008,2014-05-24,924.0,6.0,2496.0,1.0,0.0,0,0.0
567009,2014-05-24,941.0,6.0,4158.0,1.0,0.0,0,0.0
567010,2014-05-24,942.0,6.0,5957.0,1.0,0.0,0,0.0
567011,2014-05-24,943.0,6.0,5815.0,1.0,0.0,0,0.0
567012,2014-05-24,974.0,6.0,8614.0,1.0,0.0,0,0.0
567013,2014-05-24,973.0,6.0,4598.0,1.0,0.0,0,0.0
567015,2014-05-24,971.0,6.0,6540.0,1.0,0.0,0,0.0
567017,2014-05-24,969.0,6.0,2569.0,1.0,0.0,,0.0
567018,2014-05-24,968.0,6.0,4317.0,1.0,,0,0.0
567019,2014-05-24,967.0,6.0,5365.0,1.0,0.0,0,0.0
567022,2014-05-24,964.0,6.0,8980.0,1.0,0.0,0,0.0
567023,2014-05-24,963.0,6.0,4441.0,1.0,0.0,0,0.0
567024,2014-05-24,962.0,6.0,4864.0,1.0,0.0,0,0.0
567025,2014-05-24,961.0,6.0,5557.0,1.0,0.0,0,0.0
567026,2014-05-24,960.0,6.0,5866.0,1.0,0.0,0,0.0
567027,2014-05-24,959.0,6.0,4111.0,1.0,0.0,0,0.0
567028,2014-05-24,958.0,6.0,3037.0,1.0,0.0,0,0.0
567029,2014-05-24,944.0,6.0,6691.0,1.0,0.0,,0.0
567030,2014-05-24,945.0,6.0,2791.0,1.0,0.0,0,0.0
567031,2014-05-24,946.0,6.0,2653.0,1.0,0.0,0,0.0
567032,2014-05-24,947.0,6.0,8788.0,1.0,0.0,0,0.0
567033,2014-05-24,948.0,6.0,5225.0,1.0,0.0,0,0.0
567034,2014-05-24,949.0,6.0,3230.0,1.0,,,0.0
567035,2014-05-24,909.0,6.0,8000.0,1.0,0.0,0,0.0
567036,2014-05-24,950.0,6.0,3393.0,1.0,0.0,0,0.0
567037,2014-05-24,952.0,6.0,6332.0,1.0,0.0,0,0.0
567038,2014-05-24,953.0,6.0,2215.0,1.0,,0,0.0
567039,2014-05-24,954.0,6.0,6326.0,1.0,0.0,0,0.0
567040,2014-05-24,955.0,6.0,3752.0,1.0,0.0,0,0.0
567041,2014-05-24,956.0,6.0,2022.0,1.0,0.0,0,0.0
567042,2014-05-24,957.0,6.0,4915.0,1.0,0.0,0,0.0
567043,2014-05-24,951.0,6.0,6513.0,1.0,0.0,0,0.0
567044,2014-05-24,908.0,6.0,2121.0,1.0,0.0,0,0.0
567045,2014-05-24,907.0,6.0,5665.0,1.0,0.0,0,0.0
567046,2014-05-24,906.0,6.0,8153.0,1.0,0.0,0,0.0
567047,2014-05-24,870.0,6.0,5085.0,1.0,0.0,0,0.0
567048,2014-05-24,869.0,6.0,3082.0,1.0,0.0,0,0.0
567049,2014-05-24,868.0,6.0,8439.0,1.0,0.0,0,0.0
567050,2014-05-24,867.0,,3274.0,1.0,0.0,0,0.0
567051,2014-05-24,866.0,6.0,6509.0,1.0,0.0,0,0.0
567052,2014-05-24,865.0,6.0,8209.0,1.0,0.0,0,0.0
567053,2014-05-24,864.0,6.0,2870.0,1.0,0.0,0,0.0
567054,2014-05-24,863.0,6.0,5736.0,1.0,0.0,,0.0
567055,2014-05-24,862.0,6.0,5533.0,1.0,0.0,0,0.0
567056,2014-05-24,861.0,6.0,2665.0,1.0,0.0,0,0.0
567057,2014-05-24,860.0,6.0,5181.0,1.0,0.0,0,0.0
567058,2014-05-24,859.0,6.0,6923.0,1.0,0.0,0,0.0
567059,2014-05-24,858.0,6.0,4011.0,1.0,0.0,0,0.0
567060,2014-05-24,857.0,6.0,8368.0,1.0,0.0,0,0.0
567061,2014-05-24,856.0,6.0,5810.0,1.0,0.0,0,0.0
567062,2014-05-24,855.0,6.0,3698.0,1.0,0.0,0,0.0
567063,2014-05-24,854.0,6.0,6236.0,1.0,0.0,0,0.0
567064,2014-05-24,840.0,6.0,3608.0,1.0,0.0,0,0.0
567065,2014-05-24,841.0,6.0,1709.0,1.0,0.0,0,0.0
567066,2014-05-24,842.0,6.0,18408.0,1.0,0.0,0,0.0
567067,2014-05-24,843.0,6.0,8988.0,1.0,0.0,0,0.0
567068,2014-05-24,844.0,6.0,1700.0,1.0,0.0,0,0.0
567069,2014-05-24,845.0,6.0,5421.0,1.0,0.0,0,0.0
567070,2014-05-24,871.0,6.0,6997.0,1.0,0.0,0,0.0
567071,2014-05-24,846.0,6.0,5618.0,1.0,0.0,0,0.0
567072,2014-05-24,848.0,6.0,4301.0,1.0,0.0,0,0.0
567073,2014-05-24,849.0,6.0,7312.0,1.0,0.0,0,0.0
567074,2014-05-24,850.0,6.0,5353.0,1.0,0.0,0,0.0
567075,2014-05-24,851.0,6.0,6564.0,1.0,0.0,0,0.0
567076,2014-05-24,852.0,6.0,2978.0,1.0,0.0,0,0.0
567077,2014-05-24,,6.0,7589.0,1.0,0.0,0,0.0
567078,2014-05-24,847.0,6.0,6593.0,1.0,0.0,0,0.0
567079,2014-05-24,975.0,6.0,5081.0,1.0,0.0,0,0.0
567080,2014-05-24,872.0,6.0,7628.0,1.0,0.0,0,0.0
567081,2014-05-24,874.0,6.0,4538.0,1.0,0.0,0,0.0
567082,2014-05-24,905.0,6.0,6727.0,1.0,0.0,0,0.0
567083,2014-05-24,904.0,6.0,5600.0,1.0,0.0,0,0.0
567084,2014-05-24,903.0,6.0,12123.0,1.0,0.0,0,0.0
567085,2014-05-24,902.0,6.0,5319.0,1.0,0.0,0,0.0
567086,2014-05-24,901.0,6.0,4975.0,1.0,0.0,0,0.0
567087,2014-05-24,900.0,6.0,5430.0,1.0,0.0,0,0.0
567089,2014-05-24,898.0,6.0,1807.0,1.0,0.0,0,0.0
567090,2014-05-24,897.0,6.0,3666.0,1.0,0.0,0,0.0
567091,2014-05-24,896.0,6.0,5943.0,1.0,0.0,0,0.0
567092,2014-05-24,895.0,6.0,8519.0,,0.0,,0.0
567093,2014-05-24,894.0,6.0,5792.0,1.0,0.0,0,0.0
567094,2014-05-24,893.0,6.0,4913.0,1.0,0.0,0,0.0
567095,2014-05-24,892.0,6.0,3805.0,1.0,0.0,0,0.0
567096,2014-05-24,891.0,6.0,7036.0,1.0,0.0,0,0.0
567097,2014-05-24,890.0,6.0,4953.0,1.0,0.0,0,0.0
567098,2014-05-24,889.0,6.0,2939.0,1.0,0.0,0,0.0
567099,2014-05-24,875.0,6.0,3141.0,1.0,0.0,0,0.0
567100,2014-05-24,876.0,6.0,2641.0,1.0,0.0,0,0.0
567101,2014-05-24,877.0,6.0,4768.0,1.0,0.0,0,0.0
567102,2014-05-24,878.0,6.0,6014.0,1.0,0.0,0,0.0
567103,2014-05-24,879.0,6.0,3117.0,1.0,,0,0.0
567104,2014-05-24,880.0,6.0,5796.0,1.0,0.0,0,0.0
567105,2014-05-24,873.0,6.0,2431.0,1.0,0.0,0,0.0
567107,2014-05-24,883.0,6.0,2795.0,1.0,0.0,0,0.0
567108,2014-05-24,884.0,6.0,4792.0,1.0,0.0,0,0.0
567109,2014-05-24,885.0,6.0,5258.0,1.0,0.0,0,0.0
567110,2014-05-24,886.0,,3881.0,1.0,0.0,0,0.0
567111,2014-05-24,887.0,6.0,4908.0,1.0,0.0,0,0.0
567112,2014-05-24,888.0,6.0,7447.0,1.0,0.0,0,0.0
567113,2014-05-24,882.0,6.0,5722.0,1.0,0.0,0,0.0
567114,2014-05-24,976.0,6.0,4516.0,1.0,0.0,0,0.0
567115,2014-05-24,977.0,6.0,2759.0,1.0,0.0,0,0.0
567116,2014-05-24,978.0,6.0,4938.0,1.0,0.0,0,0.0
567117,2014-05-24,1079.0,6.0,6065.0,1.0,0.0,0,0.0
567118,2014-05-24,1078.0,6.0,5477.0,1.0,0.0,0,0.0
567119,2014-05-24,1077.0,6.0,2869.0,1.0,0.0,0,0.0
567120,2014-05-24,1076.0,6.0,2233.0,1.0,0.0,0,0.0
567121,2014-05-24,1075.0,6.0,12271.0,1.0,0.0,0,0.0
567122,2014-05-24,1074.0,6.0,4366.0,1.0,0.0,0,0.0
567123,2014-05-24,1073.0,6.0,4833.0,1.0,0.0,0,0.0
567124,2014-05-24,1072.0,6.0,4063.0,1.0,0.0,0,0.0
567125,2014-05-24,1071.0,6.0,4751.0,1.0,0.0,0,0.0
567126,2014-05-24,1070.0,6.0,6340.0,1.0,0.0,0,0.0
567127,2014-05-24,1069.0,6.0,2868.0,1.0,0.0,0,0.0
567128,2014-05-24,1068.0,6.0,5356.0,1.0,0.0,0,0.0
567129,2014-05-24,1067.0,6.0,5029.0,1.0,0.0,0,0.0
567130,2014-05-24,1066.0,6.0,10697.0,1.0,0.0,0,0.0
567131,2014-05-24,1065.0,6.0,2605.0,1.0,0.0,0,0.0
567132,2014-05-24,1064.0,6.0,8180.0,1.0,0.0,0,0.0
567133,2014-05-24,1063.0,6.0,3313.0,1.0,0.0,0,0.0
567134,2014-05-24,1049.0,6.0,3133.0,1.0,0.0,0,0.0
567135,2014-05-24,1050.0,6.0,6420.0,1.0,0.0,0,0.0
567136,2014-05-24,1051.0,6.0,4633.0,1.0,0.0,0,
567137,2014-05-24,1052.0,6.0,4489.0,1.0,0.0,0,0.0
567138,2014-05-24,1053.0,6.0,6061.0,1.0,0.0,0,0.0
567139,2014-05-24,1054.0,6.0,3921.0,,0.0,0,0.0
567140,2014-05-24,1080.0,6.0,10354.0,1.0,0.0,0,0.0
567141,2014-05-24,1055.0,6.0,7187.0,1.0,0.0,0,0.0
567142,2014-05-24,1057.0,6.0,6591.0,1.0,0.0,0,0.0
567143,2014-05-24,1058.0,6.0,4922.0,1.0,0.0,0,0.0
567144,2014-05-24,1059.0,6.0,7209.0,1.0,0.0,0,0.0
567145,2014-05-24,1060.0,6.0,4818.0,1.0,0.0,0,0.0
567146,2014-05-24,,6.0,8286.0,1.0,0.0,0,0.0
567147,2014-05-24,1062.0,6.0,4974.0,1.0,0.0,0,0.0
567148,2014-05-24,1056.0,6.0,4113.0,1.0,,0,0.0
567149,2014-05-24,,6.0,5708.0,1.0,0.0,0,0.0
567150,2014-05-24,1081.0,6.0,2826.0,1.0,0.0,0,0.0
567151,2014-05-24,1083.0,6.0,5622.0,1.0,0.0,0,0.0
567152,2014-05-24,1114.0,6.0,21300.0,1.0,0.0,0,0.0
567153,2014-05-24,1113.0,6.0,5731.0,1.0,,0,0.0
567154,2014-05-24,1112.0,6.0,8363.0,1.0,0.0,0,0.0
567155,2014-05-24,1111.0,6.0,4157.0,1.0,0.0,0,0.0
567156,2014-05-24,1110.0,6.0,3046.0,1.0,0.0,0,0.0
567157,2014-05-24,1109.0,,4029.0,1.0,0.0,0,0.0
567158,2014-05-24,1108.0,6.0,2105.0,1.0,0.0,,0.0
567159,2014-05-24,1107.0,6.0,5257.0,1.0,0.0,0,0.0
567160,2014-05-24,1106.0,6.0,3122.0,1.0,0.0,0,0.0
567161,2014-05-24,1105.0,6.0,3894.0,1.0,0.0,0,0.0
567162,2014-05-24,1104.0,6.0,5321.0,1.0,0.0,0,0.0
567163,2014-05-24,1103.0,6.0,4207.0,1.0,0.0,0,0.0
567164,2014-05-24,1102.0,6.0,6616.0,1.0,0.0,0,0.0
567165,2014-05-24,1101.0,6.0,7075.0,1.0,0.0,0,0.0
567166,2014-05-24,1100.0,6.0,3097.0,1.0,0.0,0,0.0
567167,2014-05-24,1099.0,6.0,6673.0,1.0,0.0,0,0.0
567168,2014-05-24,1098.0,6.0,2989.0,1.0,0.0,0,0.0
567169,2014-05-24,1084.0,6.0,5159.0,1.0,0.0,0,0.0
567170,2014-05-24,1085.0,6.0,5697.0,1.0,0.0,0,0.0
567171,2014-05-24,1086.0,6.0,4782.0,1.0,0.0,0,0.0
567172,2014-05-24,1087.0,6.0,5224.0,1.0,0.0,0,0.0
567174,2014-05-24,1089.0,6.0,10403.0,1.0,0.0,0,0.0
567175,2014-05-24,1082.0,6.0,5362.0,1.0,0.0,0,0.0
567176,2014-05-24,1090.0,6.0,2680.0,1.0,0.0,0,0.0
567177,2014-05-24,1092.0,,13181.0,1.0,0.0,0,0.0
567178,2014-05-24,,6.0,7026.0,1.0,0.0,0,0.0
567179,2014-05-24,1094.0,6.0,5712.0,1.0,0.0,0,0.0
567180,2014-05-24,1095.0,6.0,3138.0,1.0,0.0,0,0.0
567181,2014-05-24,1096.0,6.0,4671.0,1.0,0.0,0,0.0
567182,2014-05-24,1097.0,6.0,6965.0,1.0,,0,0.0
567183,2014-05-24,1091.0,6.0,6365.0,,0.0,0,0.0
567184,2014-05-24,839.0,6.0,3188.0,1.0,0.0,0,0.0
567185,2014-05-24,1047.0,6.0,2799.0,1.0,0.0,0,0.0
567186,2014-05-24,1045.0,6.0,5079.0,1.0,,0,0.0
567187,2014-05-24,1009.0,6.0,3373.0,1.0,0.0,0,0.0
567188,2014-05-24,1008.0,6.0,4049.0,1.0,0.0,0,0.0
567189,2014-05-24,1007.0,6.0,6624.0,1.0,0.0,0,0.0
567190,2014-05-24,1006.0,6.0,5479.0,1.0,0.0,0,0.0
567191,2014-05-24,,6.0,5573.0,1.0,0.0,0,0.0
567192,2014-05-24,1004.0,6.0,4495.0,1.0,0.0,0,0.0
567193,2014-05-24,1003.0,6.0,4365.0,1.0,0.0,0,0.0
567194,2014-05-24,1002.0,6.0,5771.0,1.0,0.0,0,0.0
567195,2014-05-24,1001.0,,3294.0,1.0,0.0,0,0.0
567196,2014-05-24,1000.0,6.0,6155.0,1.0,0.0,0,0.0
567197,2014-05-24,999.0,6.0,4749.0,1.0,0.0,0,0.0
567198,2014-05-24,998.0,6.0,3657.0,1.0,0.0,0,0.0
567200,2014-05-24,996.0,6.0,3661.0,1.0,0.0,0,0.0
567201,2014-05-24,995.0,6.0,7239.0,1.0,,0,0.0
567202,2014-05-24,994.0,6.0,2372.0,1.0,0.0,0,0.0
567203,2014-05-24,993.0,6.0,5096.0,1.0,0.0,0,0.0
567204,2014-05-24,979.0,6.0,4519.0,1.0,0.0,0,0.0
567205,2014-05-24,980.0,6.0,5129.0,1.0,0.0,0,0.0
567206,2014-05-24,981.0,6.0,4912.0,1.0,0.0,0,0.0
567207,2014-05-24,982.0,6.0,6591.0,1.0,0.0,0,0.0
567208,2014-05-24,983.0,6.0,8231.0,1.0,0.0,0,0.0
567209,2014-05-24,984.0,6.0,5832.0,1.0,0.0,0,0.0
567210,2014-05-24,1010.0,6.0,8136.0,1.0,0.0,0,0.0
567211,2014-05-24,985.0,6.0,8145.0,1.0,0.0,0,
567212,2014-05-24,987.0,6.0,3535.0,1.0,0.0,0,0.0
567213,2014-05-24,988.0,6.0,4191.0,1.0,0.0,0,0.0
567214,2014-05-24,989.0,6.0,3053.0,1.0,0.0,0,0.0
567215,2014-05-24,,6.0,5192.0,1.0,0.0,0,0.0
567216,2014-05-24,991.0,6.0,6870.0,1.0,,0,0.0
567217,2014-05-24,992.0,6.0,3409.0,1.0,0.0,0,0.0
567218,2014-05-24,986.0,6.0,4983.0,1.0,0.0,0,0.0
567219,2014-05-24,1046.0,6.0,5991.0,1.0,0.0,0,0.0
567220,2014-05-24,1011.0,6.0,7076.0,1.0,0.0,0,
567221,2014-05-24,1013.0,6.0,2208.0,1.0,0.0,0,0.0
567222,2014-05-24,1044.0,6.0,5758.0,1.0,0.0,0,0.0
567223,2014-05-24,1043.0,6.0,8132.0,1.0,0.0,0,0.0
567224,2014-05-24,1042.0,6.0,2545.0,1.0,0.0,0,0.0
567225,2014-05-24,1041.0,6.0,6367.0,1.0,0.0,0,0.0
567226,2014-05-24,1040.0,6.0,5698.0,1.0,0.0,0,0.0
567227,2014-05-24,1039.0,6.0,8312.0,1.0,,0,0.0
567228,2014-05-24,1038.0,6.0,5016.0,1.0,0.0,0,0.0
567229,2014-05-24,1037.0,6.0,5662.0,1.0,0.0,0,0.0
567230,2014-05-24,1036.0,,4745.0,1.0,0.0,0,0.0
567231,2014-05-24,1035.0,6.0,2228.0,1.0,,0,0.0
567232,2014-05-24,1034.0,6.0,1843.0,1.0,0.0,0,0.0
567233,2014-05-24,1033.0,6.0,9076.0,1.0,0.0,0,0.0
567234,2014-05-24,1032.0,6.0,4746.0,1.0,0.0,0,0.0
567235,2014-05-24,1031.0,6.0,3606.0,1.0,0.0,0,0.0
567236,2014-05-24,1030.0,6.0,1088.0,1.0,0.0,0,0.0
567237,2014-05-24,1029.0,6.0,1989.0,1.0,0.0,0,
567238,2014-05-24,1028.0,6.0,2809.0,1.0,0.0,0,0.0
567239,2014-05-24,1014.0,6.0,5114.0,1.0,0.0,0,0.0
567240,2014-05-24,1015.0,6.0,4668.0,1.0,0.0,0,0.0
567241,2014-05-24,1016.0,6.0,3514.0,1.0,0.0,0,0.0
567243,2014-05-24,1018.0,6.0,11054.0,1.0,0.0,0,0.0
567244,2014-05-24,1019.0,6.0,8712.0,1.0,0.0,0,0.0
567245,2014-05-24,1012.0,6.0,6850.0,1.0,0.0,0,0.0
567246,2014-05-24,1020.0,6.0,9614.0,1.0,0.0,0,0.0
567247,2014-05-24,1022.0,6.0,6584.0,1.0,0.0,0,0.0
567248,2014-05-24,1023.0,6.0,4629.0,1.0,0.0,0,0.0
567249,2014-05-24,1024.0,6.0,5316.0,1.0,0.0,0,0.0
567250,2014-05-24,1025.0,6.0,5756.0,1.0,0.0,0,0.0
567251,2014-05-24,1026.0,6.0,7478.0,1.0,0.0,0,0.0
567252,2014-05-24,1027.0,6.0,10247.0,1.0,0.0,0,0.0
567253,2014-05-24,1021.0,6.0,10090.0,1.0,0.0,0,0.0
567254,2014-05-24,838.0,6.0,5787.0,1.0,0.0,0,0.0
567255,2014-05-24,1115.0,6.0,7154.0,1.0,0.0,0,0.0
567256,2014-05-24,836.0,6.0,2489.0,1.0,0.0,0,0.0
567257,2014-05-24,660.0,6.0,2766.0,1.0,0.0,0,0.0
567258,2014-05-24,659.0,6.0,3765.0,1.0,0.0,0,0.0
567259,2014-05-24,658.0,6.0,3887.0,1.0,0.0,0,0.0
567260,2014-05-24,657.0,6.0,4186.0,1.0,0.0,0,0.0
567261,2014-05-24,656.0,6.0,2744.0,1.0,0.0,0,
567262,2014-05-24,655.0,6.0,8124.0,1.0,0.0,0,0.0
567263,2014-05-24,654.0,,2688.0,1.0,0.0,0,0.0
567264,2014-05-24,653.0,6.0,4103.0,1.0,0.0,,0.0
567265,2014-05-24,652.0,6.0,4291.0,1.0,0.0,0,0.0
567266,2014-05-24,651.0,6.0,7054.0,1.0,0.0,0,0.0
567267,2014-05-24,650.0,6.0,7180.0,1.0,,0,0.0
567268,2014-05-24,649.0,6.0,1301.0,1.0,0.0,0,0.0
567269,2014-05-24,,6.0,6480.0,1.0,0.0,0,0.0
567270,2014-05-24,647.0,6.0,3874.0,1.0,0.0,0,0.0
567271,2014-05-24,646.0,6.0,3995.0,1.0,0.0,0,0.0
567272,2014-05-24,645.0,6.0,9020.0,1.0,0.0,0,0.0
567273,2014-05-24,644.0,6.0,9797.0,1.0,0.0,0,0.0
567274,2014-05-24,630.0,6.0,2651.0,1.0,0.0,0,0.0
567275,2014-05-24,631.0,6.0,3381.0,1.0,0.0,0,0.0
567276,2014-05-24,632.0,6.0,7810.0,1.0,0.0,0,0.0
567277,2014-05-24,633.0,6.0,7354.0,1.0,0.0,0,0.0
567278,2014-05-24,634.0,6.0,3527.0,1.0,0.0,0,0.0
567279,2014-05-24,635.0,6.0,2124.0,1.0,0.0,0,0.0
567280,2014-05-24,661.0,6.0,8151.0,1.0,0.0,0,0.0
567282,2014-05-24,638.0,6.0,5885.0,1.0,0.0,0,0.0
567283,2014-05-24,639.0,6.0,2336.0,,0.0,0,0.0
567284,2014-05-24,640.0,6.0,10193.0,1.0,0.0,0,0.0
567285,2014-05-24,641.0,6.0,3176.0,1.0,0.0,0,0.0
567286,2014-05-24,642.0,6.0,3246.0,1.0,0.0,0,0.0
567287,2014-05-24,643.0,6.0,6081.0,1.0,0.0,0,0.0
567288,2014-05-24,637.0,6.0,7202.0,1.0,0.0,0,0.0
567289,2014-05-24,837.0,6.0,1946.0,1.0,0.0,0,0.0
567291,2014-05-24,664.0,6.0,3085.0,1.0,0.0,0,0.0
567292,2014-05-24,695.0,6.0,2427.0,1.0,0.0,0,0.0
567293,2014-05-24,694.0,6.0,8694.0,1.0,0.0,0,0.0
567294,2014-05-24,693.0,6.0,3967.0,1.0,0.0,0,0.0
567295,2014-05-24,692.0,6.0,3813.0,1.0,0.0,0,0.0
567296,2014-05-24,691.0,6.0,7498.0,1.0,0.0,0,0.0
567297,2014-05-24,690.0,6.0,4262.0,1.0,0.0,0,0.0
567298,2014-05-24,689.0,6.0,5005.0,1.0,0.0,0,0.0
567299,2014-05-24,688.0,6.0,1603.0,,0.0,0,0.0
567300,2014-05-24,687.0,,8403.0,1.0,0.0,0,0.0
567301,2014-05-24,686.0,6.0,2214.0,1.0,0.0,0,0.0
567302,2014-05-24,685.0,6.0,3023.0,1.0,0.0,0,0.0
567303,2014-05-24,684.0,6.0,8950.0,1.0,0.0,0,0.0
567304,2014-05-24,683.0,6.0,6864.0,,0.0,0,0.0
567305,2014-05-24,682.0,6.0,6652.0,1.0,0.0,0,0.0
567306,2014-05-24,681.0,6.0,2316.0,1.0,0.0,0,0.0
567307,2014-05-24,680.0,6.0,4771.0,1.0,0.0,0,0.0
567308,2014-05-24,679.0,6.0,7531.0,1.0,0.0,0,0.0
567309,2014-05-24,665.0,6.0,4632.0,1.0,0.0,0,0.0
567310,2014-05-24,666.0,6.0,7266.0,,0.0,0,0.0
567311,2014-05-24,667.0,6.0,7189.0,1.0,0.0,0,0.0
567312,2014-05-24,668.0,6.0,7740.0,1.0,0.0,0,0.0
567313,2014-05-24,669.0,6.0,4485.0,1.0,0.0,0,0.0
567314,2014-05-24,670.0,6.0,4641.0,1.0,0.0,0,0.0
567315,2014-05-24,663.0,6.0,4210.0,1.0,0.0,0,0.0
567316,2014-05-24,671.0,6.0,5102.0,1.0,0.0,0,0.0
567317,2014-05-24,673.0,6.0,6073.0,1.0,0.0,0,0.0
567318,2014-05-24,674.0,6.0,4918.0,1.0,0.0,0,0.0
567319,2014-05-24,675.0,6.0,2028.0,1.0,0.0,0,0.0
567320,2014-05-24,676.0,6.0,5110.0,1.0,0.0,0,0.0
567321,2014-05-24,677.0,6.0,7532.0,1.0,0.0,0,0.0
567322,2014-05-24,678.0,6.0,5905.0,1.0,0.0,0,0.0
567323,2014-05-24,672.0,6.0,9937.0,1.0,0.0,0,0.0
567324,2014-05-24,696.0,6.0,5352.0,1.0,0.0,0,0.0
567325,2014-05-24,628.0,6.0,3207.0,1.0,0.0,0,0.0
567326,2014-05-24,626.0,6.0,6810.0,1.0,0.0,0,0.0
567327,2014-05-24,590.0,6.0,4887.0,1.0,0.0,0,0.0
567328,2014-05-24,589.0,6.0,3019.0,1.0,0.0,0,0.0
567329,2014-05-24,588.0,6.0,4583.0,1.0,0.0,0,0.0
567330,2014-05-24,587.0,6.0,9536.0,1.0,0.0,0,
567331,2014-05-24,586.0,6.0,16504.0,1.0,0.0,0,0.0
567332,2014-05-24,585.0,6.0,3340.0,1.0,0.0,0,0.0
567333,2014-05-24,584.0,6.0,4338.0,1.0,0.0,,0.0
567335,2014-05-24,582.0,6.0,4683.0,1.0,0.0,0,0.0
567336,2014-05-24,,6.0,2317.0,1.0,0.0,0,0.0
567337,2014-05-24,580.0,6.0,9222.0,1.0,0.0,0,0.0
567338,2014-05-24,579.0,6.0,8340.0,1.0,0.0,0,0.0
567339,2014-05-24,578.0,6.0,7570.0,1.0,0.0,0,0.0
567340,2014-05-24,577.0,6.0,3872.0,1.0,0.0,,0.0
567341,2014-05-24,576.0,6.0,6240.0,1.0,0.0,0,0.0
567342,2014-05-24,575.0,6.0,2571.0,1.0,0.0,0,0.0
567343,2014-05-24,574.0,6.0,7908.0,1.0,0.0,0,0.0
567344,2014-05-24,560.0,6.0,13876.0,1.0,0.0,0,0.0
567345,2014-05-24,561.0,6.0,4040.0,1.0,0.0,0,0.0
567346,2014-05-24,562.0,6.0,11848.0,1.0,0.0,0,0.0
567347,2014-05-24,563.0,6.0,5403.0,1.0,0.0,0,0.0
567348,2014-05-24,564.0,6.0,5509.0,1.0,0.0,0,0.0
567349,2014-05-24,565.0,6.0,4936.0,1.0,0.0,0,0.0
567350,2014-05-24,591.0,6.0,4358.0,1.0,0.0,0,0.0
567351,2014-05-24,566.0,6.0,3350.0,1.0,0.0,0,0.0
567352,2014-05-24,568.0,6.0,5454.0,1.0,0.0,0,0.0
567353,2014-05-24,569.0,6.0,2828.0,1.0,0.0,0,0.0
567354,2014-05-24,570.0,6.0,2725.0,1.0,0.0,0,0.0
567355,2014-05-24,571.0,6.0,9387.0,1.0,0.0,0,0.0
567356,2014-05-24,572.0,6.0,5237.0,1.0,0.0,0,0.0
567357,2014-05-24,573.0,6.0,2553.0,1.0,0.0,0,0.0
567358,2014-05-24,567.0,6.0,3182.0,1.0,,0,0.0
567359,2014-05-24,627.0,6.0,5896.0,1.0,0.0,0,0.0
567360,2014-05-24,592.0,6.0,2470.0,1.0,0.0,0,0.0
567361,2014-05-24,594.0,6.0,2266.0,1.0,0.0,0,
567362,2014-05-24,625.0,6.0,4188.0,1.0,0.0,0,0.0
567363,2014-05-24,624.0,6.0,4078.0,1.0,0.0,0,0.0
567364,2014-05-24,623.0,6.0,3983.0,1.0,0.0,0,0.0
567365,2014-05-24,622.0,6.0,2404.0,1.0,0.0,0,0.0
567366,2014-05-24,621.0,6.0,4570.0,1.0,0.0,0,0.0
567367,2014-05-24,620.0,6.0,8864.0,1.0,0.0,0,0.0
567368,2014-05-24,619.0,6.0,2169.0,1.0,0.0,0,0.0
567369,2014-05-24,618.0,6.0,6955.0,1.0,0.0,0,0.0
567370,2014-05-24,617.0,,2955.0,1.0,0.0,0,0.0
567371,2014-05-24,616.0,6.0,5764.0,,0.0,0,0.0
567372,2014-05-24,615.0,6.0,8164.0,1.0,0.0,0,0.0
567373,2014-05-24,614.0,6.0,4926.0,1.0,0.0,0,0.0
567374,2014-05-24,613.0,6.0,5968.0,1.0,0.0,0,0.0
567375,2014-05-24,612.0,6.0,6384.0,1.0,0.0,0,0.0
567376,2014-05-24,611.0,6.0,5021.0,1.0,0.0,0,0.0
567377,2014-05-24,610.0,6.0,2423.0,1.0,0.0,0,0.0
567378,2014-05-24,609.0,6.0,2890.0,1.0,0.0,,0.0
567379,2014-05-24,595.0,6.0,13827.0,1.0,0.0,0,
567380,2014-05-24,596.0,6.0,3571.0,1.0,0.0,0,0.0
567381,2014-05-24,597.0,6.0,4178.0,1.0,0.0,0,0.0
567382,2014-05-24,598.0,6.0,5292.0,1.0,0.0,0,0.0
567383,2014-05-24,599.0,6.0,12289.0,1.0,0.0,0,0.0
567384,2014-05-24,600.0,6.0,5982.0,1.0,0.0,0,0.0
567385,2014-05-24,593.0,6.0,7652.0,1.0,0.0,0,0.0
567386,2014-05-24,601.0,6.0,4671.0,1.0,0.0,0,0.0
567387,2014-05-24,603.0,6.0,4831.0,1.0,0.0,0,0.0
567388,2014-05-24,604.0,6.0,7254.0,1.0,0.0,0,0.0
567389,2014-05-24,605.0,6.0,6487.0,1.0,0.0,0,0.0
567390,2014-05-24,606.0,6.0,3681.0,1.0,0.0,0,0.0
567391,2014-05-24,607.0,6.0,1118.0,1.0,0.0,0,0.0
